"1757424732.657419061","b8:ea:98:43:44:0c","-59"
"1757424732.660715059","b8:ea:98:43:44:0c","-58"
"1757424732.660734211","b8:ea:98:43:44:0c","-58"
"1757424732.660738681","b8:ea:98:43:44:0c","-59"
"1757424732.660743451","b8:ea:98:43:44:0c","-58"
"1757424732.660747721","b8:ea:98:43:44:0c","-58"
"1757424732.660752160","b8:ea:98:43:44:0c","-58"
"1757424732.660756490","b8:ea:98:43:44:0c","-59"
"1757424732.660760749","b8:ea:98:43:44:0c","-58"
"1757424732.660765279","b8:ea:98:43:44:0c","-59"
"1757424732.660769538","b8:ea:98:43:44:0c","-58"
"1757424732.660773748","b8:ea:98:43:44:0c","-59"
"1757424732.660777977","b8:ea:98:43:44:0c","-58"
"1757424732.660782226","b8:ea:98:43:44:0c","-58"
"1757424732.660786716","d4:d8:53:2a:36:e5","-55"
"1757424732.660791136","d4:d8:53:2a:36:e5","-51"
"1757424732.660795656","d4:d8:53:2a:36:e5","-54"
"1757424732.660799925","d4:d8:53:2a:36:e5","-54"
"1757424732.660804194","d4:d8:53:2a:36:e5","-54"
"1757424732.660810227","d4:d8:53:2a:36:e5","-54"
"1757424732.663928677","b8:ea:98:43:44:0c","-59"
"1757424732.663948491","d4:d8:53:2a:36:e5","-54"
"1757424732.663953091","b8:ea:98:43:44:0c","-59"
"1757424732.663957721","d4:d8:53:2a:36:e5","-54"
"1757424732.663962261","d4:d8:53:2a:36:e5","-53"
"1757424732.663966560","d4:d8:53:2a:36:e5","-53"
"1757424732.663971150","d4:d8:53:2a:36:e5","-54"
"1757424732.663975389","b8:ea:98:43:44:0c","-59"
"1757424732.663980200","d4:d8:53:2a:36:e5","-53"
"1757424732.663984580","b8:ea:98:43:44:0c","-59"
"1757424732.663988899","d4:d8:53:2a:36:e5","-53"
"1757424732.663993188","b8:ea:98:43:44:0c","-58"
"1757424732.663997317","b8:ea:98:43:44:0c","-59"
"1757424732.664001587","b8:ea:98:43:44:0c","-58"
"1757424732.664005876","b8:ea:98:43:44:0c","-58"
"1757424732.664010146","b8:ea:98:43:44:0c","-59"
"1757424732.664014525","b8:ea:98:43:44:0c","-58"
"1757424732.664018805","b8:ea:98:43:44:0c","-57"
"1757424732.664023024","b8:ea:98:43:44:0c","-58"
"1757424732.664027233","b8:ea:98:43:44:0c","-58"
"1757424732.664033266","b8:ea:98:43:44:0c","-60"
"1757424732.667289788","b8:ea:98:43:44:0c","-58"
"1757424732.667312859","b8:ea:98:43:44:0c","-57"
"1757424732.667319574","b8:ea:98:43:44:0c","-58"
"1757424732.667326399","b8:ea:98:43:44:0c","-61"
"1757424732.667332682","b8:ea:98:43:44:0c","-58"
"1757424732.667339066","b8:ea:98:43:44:0c","-59"
"1757424732.667345510","b8:ea:98:43:44:0c","-60"
"1757424732.667351975","b8:ea:98:43:44:0c","-58"
"1757424732.667358629","b8:ea:98:43:44:0c","-58"
"1757424732.667365043","b8:ea:98:43:44:0c","-56"
"1757424732.667371608","b8:ea:98:43:44:0c","-59"
"1757424732.667377921","b8:ea:98:43:44:0c","-60"
"1757424732.667384255","b8:ea:98:43:44:0c","-59"
"1757424732.667390549","b8:ea:98:43:44:0c","-59"
"1757424732.667397003","b8:ea:98:43:44:0c","-60"
"1757424732.667403277","b8:ea:98:43:44:0c","-58"
"1757424732.667409911","b8:ea:98:43:44:0c","-57"
"1757424732.667416526","b8:ea:98:43:44:0c","-58"
"1757424732.667422870","b8:ea:98:43:44:0c","-57"
"1757424732.667429324","b8:ea:98:43:44:0c","-57"
"1757424732.667435878","b8:ea:98:43:44:0c","-59"
"1757424732.667442493","b8:ea:98:43:44:0c","-60"
"1757424732.667456463","b8:ea:98:43:44:0c","-58"
"1757424732.670560191","b8:ea:98:43:44:0c","-58"
"1757424732.670583141","b8:ea:98:43:44:0c","-58"
"1757424732.670589956","b8:ea:98:43:44:0c","-57"
"1757424732.670596370","b8:ea:98:43:44:0c","-56"
"1757424732.670603115","b8:ea:98:43:44:0c","-58"
"1757424732.670609509","b8:ea:98:43:44:0c","-59"
"1757424732.670616063","b8:ea:98:43:44:0c","-58"
"1757424732.670622337","b8:ea:98:43:44:0c","-59"
"1757424732.670628641","b8:ea:98:43:44:0c","-59"
"1757424732.670634974","b8:ea:98:43:44:0c","-57"
"1757424732.670641579","b8:ea:98:43:44:0c","-62"
"1757424732.673839663","b8:ea:98:43:44:0c","-60"
"1757424732.673889703","b8:ea:98:43:44:0c","-60"
"1757424732.695913116","d4:d8:53:2a:36:e5","-53"
"1757424732.714960000","b8:ea:98:43:44:0c","-60"
"1757424732.718249985","00:00:00:00:00:00","-66"
"1757424732.724720116","b8:ea:98:43:44:0c","-60"
"1757424732.734619336","d6:15:6a:ac:01:10","-51"
"1757424732.738117096","d6:15:6a:ac:01:10","-52"
"1757424732.738133783","d6:15:6a:ac:01:10","-51"
"1757424732.746931480","2c:3e:cf:3b:b3:5d","-66"
"1757424732.767113010","b8:ea:98:43:44:0c","-58"
"1757424732.770221618","b8:ea:98:43:44:0c","-60"
"1757424732.770247415","3e:75:02:40:d6:e6","-63"
"1757424732.770262889","3e:75:02:40:d6:e6","-63"
"1757424732.770271187","b8:ea:98:43:44:0c","-58"
"1757424732.787656842","d6:15:6a:ac:01:10","-52"
"1757424732.812125752","b8:ea:98:43:44:0c","-62"
"1757424732.818913607","3e:75:02:40:d6:e6","-61"
"1757424732.851380683","2c:3e:cf:3b:b3:5d","-72"
"1757424732.866168219","d6:15:6a:ac:01:10","-51"
"1757424732.866196571","d6:15:6a:ac:01:10","-52"
"1757424732.869271546","b8:ea:98:43:44:0c","-61"
"1757424732.869299577","b8:ea:98:43:44:0c","-61"
"1757424732.876057628","b8:ea:98:43:44:0c","-62"
"1757424732.879432078","3e:75:02:40:d6:e6","-63"
"1757424732.916759799","d6:15:6a:ac:01:10","-51"
"1757424732.955892412","2c:3e:cf:3b:b3:5d","-69"
"1757424732.968154398","84:3d:c6:ec:14:89","-66"
"1757424733.012533402","b8:ea:98:43:44:0c","-60"
"1757424733.052256136","d4:01:c3:b3:cf:9f","-66"
"1757424733.060078575","2c:3e:cf:3b:b3:5d","-69"
"1757424733.074749262","3e:75:02:40:d6:e6","-66"
"1757424733.126964320","b8:ea:98:43:44:0c","-61"
"1757424733.130179000","b8:ea:98:43:44:0c","-61"
"1757424733.164873942","2c:3e:cf:3b:b3:5d","-68"
"1757424733.168062214","3e:75:02:40:d6:e6","-68"
"1757424733.171316741","b8:ea:98:43:44:0c","-60"
"1757424733.176079437","d4:01:c3:b3:cf:9f","-67"
"1757424733.195029182","b8:ea:98:43:44:0c","-61"
"1757424733.198278858","b8:ea:98:43:44:0c","-61"
"1757424733.234003132","b8:ea:98:43:44:0c","-62"
"1757424733.264974340","b8:ea:98:43:44:0c","-61"
"1757424733.271451934","2c:3e:cf:3b:b3:5d","-67"
"1757424733.280288543","b8:ea:98:43:44:0c","-61"
"1757424733.295706230","d4:01:c3:b3:cf:9f","-68"
"1757424733.349752699","3e:75:02:40:d6:e6","-64"
"1757424733.356415535","3e:75:02:40:d6:e6","-64"
"1757424733.359634283","3e:75:02:40:d6:e6","-64"
"1757424733.362803254","e6:a4:02:04:5a:c6","-59"
"1757424733.362889781","e6:a4:02:04:5a:c6","-58"
"1757424733.373725975","2c:3e:cf:3b:b3:5d","-68"
"1757424733.424271804","e6:a4:02:04:5a:c6","-61"
"1757424733.439832782","b8:ea:98:43:44:0c","-60"
"1757424733.449313036","3e:75:02:40:d6:e6","-65"
"1757424733.455796282","e6:a4:02:04:5a:c6","-59"
"1757424733.463943537","e6:a4:02:04:5a:c6","-60"
"1757424733.478030228","2c:3e:cf:3b:b3:5d","-67"
"1757424733.513551011","d4:01:c3:b3:cf:9f","-67"
"1757424733.525141480","e6:a4:02:04:5a:c6","-59"
"1757424733.549175699","b8:ea:98:43:44:0c","-60"
"1757424733.552440768","b8:ea:98:43:44:0c","-59"
"1757424733.555706508","b8:ea:98:43:44:0c","-61"
"1757424733.570910934","d6:15:6a:ac:01:10","-53"
"1757424733.574107454","d6:15:6a:ac:01:10","-52"
"1757424733.582793796","2c:3e:cf:3b:b3:5d","-66"
"1757424733.593918967","b8:ea:98:43:44:0c","-59"
"1757424733.601814054","84:3d:c6:ec:14:89","-65"
"1757424733.623767321","d4:01:c3:b3:cf:9f","-65"
"1757424733.627013780","d6:15:6a:ac:01:10","-52"
"1757424733.664096820","e6:a4:02:04:5a:c6","-58"
"1757424733.670643403","e6:a4:02:04:5a:c6","-57"
"1757424733.670664940","e6:a4:02:04:5a:c6","-58"
"1757424733.677777240","84:3d:c6:ec:14:89","-65"
"1757424733.687217117","2c:3e:cf:3b:b3:5d","-67"
"1757424733.733429068","e6:a4:02:04:5a:c6","-58"
"1757424733.750842624","b8:ea:98:43:44:0c","-62"
"1757424733.754126854","b8:ea:98:43:44:0c","-62"
"1757424733.790513454","c8:4c:75:be:8e:00","-67"
"1757424733.793738727","2c:3e:cf:3b:b3:5d","-66"
"1757424733.793802215","b8:ea:98:43:44:0c","-62"
"1757424733.797014519","b8:ea:98:43:44:0c","-60"
"1757424733.872433846","3e:75:02:40:d6:e6","-61"
"1757424733.875735635","3e:75:02:40:d6:e6","-61"
"1757424733.892281458","b8:ea:98:43:44:0c","-62"
"1757424733.895707816","b8:ea:98:43:44:0c","-62"
"1757424733.899056537","2c:3e:cf:3b:b3:5d","-66"
"1757424733.899115605","b8:ea:98:43:44:0c","-61"
"1757424733.926694289","3e:75:02:40:d6:e6","-60"
"1757424733.926720145","3e:75:02:40:d6:e6","-60"
"1757424733.937125625","b8:ea:98:43:44:0c","-60"
"1757424734.000418449","2c:3e:cf:3b:b3:5d","-67"
"1757424734.021395624","b8:ea:98:43:44:0c","-63"
"1757424734.024620336","b8:ea:98:43:44:0c","-63"
"1757424734.024638475","b8:ea:98:43:44:0c","-63"
"1757424734.040203871","b8:ea:98:43:44:0c","-64"
"1757424734.043586744","d4:01:c3:b3:cf:9f","-67"
"1757424734.046793348","d4:01:c3:b3:cf:9f","-67"
"1757424734.065680976","b8:ea:98:43:44:0c","-63"
"1757424734.130605837","3e:75:02:40:d6:e6","-64"
"1757424734.148123885","b8:ea:98:43:44:0c","-64"
"1757424734.151287507","b8:ea:98:43:44:0c","-64"
"1757424734.191986089","b8:ea:98:43:44:0c","-66"
"1757424734.209693754","2c:3e:cf:3b:b3:5d","-66"
"1757424734.279667024","b8:ea:98:43:44:0c","-63"
"1757424734.282941283","b8:ea:98:43:44:0c","-64"
"1757424734.314170005","2c:3e:cf:3b:b3:5d","-65"
"1757424734.324573780","b8:ea:98:43:44:0c","-65"
"1757424734.418565453","2c:3e:cf:3b:b3:5d","-66"
"1757424734.421940228","d4:01:c3:b3:cf:9f","-67"
"1757424734.522898185","2c:3e:cf:3b:b3:5d","-65"
"1757424734.615729707","d6:15:6a:ac:01:10","-51"
"1757424734.615757847","c8:4c:75:be:8e:00","-66"
"1757424734.618950471","d6:15:6a:ac:01:10","-52"
"1757424734.627602996","2c:3e:cf:3b:b3:5d","-67"
"1757424734.648528530","d4:d8:53:2a:36:e5","-55"
"1757424734.667447655","d6:15:6a:ac:01:10","-51"
"1757424734.680340233","b8:ea:98:43:44:0c","-63"
"1757424734.683598699","b8:ea:98:43:44:0c","-62"
"1757424734.724097231","b8:ea:98:43:44:0c","-62"
"1757424734.732074597","2c:3e:cf:3b:b3:5d","-62"
"1757424734.749367712","d4:d8:53:2a:36:e5","-54"
"1757424734.756094643","d4:01:c3:b3:cf:9f","-67"
"1757424734.836537199","2c:3e:cf:3b:b3:5d","-64"
"1757424734.862698432","e6:a4:02:04:5a:c6","-59"
"1757424734.862748098","e6:a4:02:04:5a:c6","-58"
"1757424734.917780623","b8:ea:98:43:44:0c","-60"
"1757424734.917808793","b8:ea:98:43:44:0c","-60"
"1757424734.925143269","e6:a4:02:04:5a:c6","-60"
"1757424734.941039525","2c:3e:cf:3b:b3:5d","-60"
"1757424734.950926821","b8:ea:98:43:44:0c","-60"
"1757424734.968670864","b8:ea:98:43:44:0c","-61"
"1757424734.997192184","d4:d8:53:2a:36:e5","-54"
"1757424734.997229905","d4:d8:53:2a:36:e5","-66"
"1757424735.022366617","e6:a4:02:04:5a:c6","-60"
"1757424735.028844320","e6:a4:02:04:5a:c6","-58"
"1757424735.028884365","e6:a4:02:04:5a:c6","-58"
"1757424735.045510806","2c:3e:cf:3b:b3:5d","-62"
"1757424735.064106774","d4:d8:53:2a:36:e5","-66"
"1757424735.064126586","d4:d8:53:2a:36:e5","-66"
"1757424735.067359099","d4:d8:53:2a:36:e5","-66"
"1757424735.090226710","84:3d:c6:ec:14:89","-63"
"1757424735.093651081","e6:a4:02:04:5a:c6","-59"
"1757424735.106488485","d4:d8:53:2a:36:e5","-66"
"1757424735.109885859","d4:d8:53:2a:36:e5","-66"
"1757424735.149990338","2c:3e:cf:3b:b3:5d","-64"
"1757424735.161690365","b8:ea:98:43:44:0c","-61"
"1757424735.169591003","b8:ea:98:43:44:0c","-61"
"1757424735.172424137","b8:ea:98:43:44:0c","-62"
"1757424735.175842464","b8:ea:98:43:44:0c","-62"
"1757424735.182797552","b8:ea:98:43:44:0c","-62"
"1757424735.206897423","84:3d:c6:ec:14:89","-64"
"1757424735.215459157","b8:ea:98:43:44:0c","-62"
"1757424735.243386445","d4:d8:53:2a:36:e5","-53"
"1757424735.254235091","2c:3e:cf:3b:b3:5d","-63"
"1757424735.297540168","b8:ea:98:43:44:0c","-64"
"1757424735.334727434","d4:d8:53:2a:36:e5","-53"
"1757424735.338051421","d4:d8:53:2a:36:e5","-66"
"1757424735.361823554","2c:3e:cf:3b:b3:5d","-65"
"1757424735.361899947","b8:ea:98:43:44:0c","-64"
"1757424735.365091462","b8:ea:98:43:44:0c","-64"
"1757424735.403311474","d4:d8:53:2a:36:e5","-66"
"1757424735.463418023","2c:3e:cf:3b:b3:5d","-64"
"1757424735.472406744","b8:ea:98:43:44:0c","-64"
"1757424735.503697032","d4:d8:53:2a:36:e5","-53"
"1757424735.517442548","b8:ea:98:43:44:0c","-62"
"1757424735.567917307","2c:3e:cf:3b:b3:5d","-67"
"1757424735.603315571","84:3d:c6:ec:14:89","-67"
"1757424735.620566910","b8:ea:98:43:44:0c","-61"
"1757424735.647969692","d4:d8:53:2a:36:e5","-54"
"1757424735.672139722","2c:3e:cf:3b:b3:5d","-68"
"1757424735.681309358","84:3d:c6:ec:14:89","-66"
"1757424735.743495297","2c:3e:cf:3b:b3:50","-60"
"1757424735.769348696","2c:3e:cf:3b:b3:52","-58"
"1757424735.769411540","84:3d:c6:ec:14:89","-63"
"1757424735.776389476","78:c5:f8:1d:64:45","-89"
"1757424735.857267928","50:ff:20:ba:75:9f","-72"
"1757424735.860849413","52:ff:20:7a:75:9f","-74"
"1757424735.880652027","3e:75:02:40:d6:e6","-65"
"1757424735.883923603","2c:3e:cf:3b:b3:5d","-66"
"1757424735.892889816","d4:01:c3:b3:cf:9f","-68"
"1757424735.905959575","2c:3e:cf:3b:b3:5e","-65"
"1757424735.912790549","b8:ea:98:43:44:0c","-60"
"1757424735.912820763","b8:ea:98:43:44:0c","-59"
"1757424736.027885176","54:8a:ba:17:da:e0","-82"
"1757424736.027940954","54:8a:ba:17:da:e2","-83"
"1757424736.045334117","da:9c:67:18:ec:05","-83"
"1757424736.067950922","2c:3e:cf:3b:b3:5f","-65"
"1757424736.068009676","d4:d8:53:2a:36:e5","-53"
"1757424736.068045742","d4:d8:53:2a:36:e5","-66"
"1757424736.090227822","2c:3e:cf:3b:b3:5d","-65"
"1757424736.224072174","40:f5:20:32:ac:2b","-89"
"1757424736.230141126","d4:01:c3:b3:cf:9f","-66"
"1757424736.230221125","d4:01:c3:b3:cf:9f","-66"
"1757424736.233377874","d4:01:c3:b3:cf:9f","-66"
"1757424736.256278417","b8:ea:98:43:44:0c","-61"
"1757424736.263936215","84:3d:c6:ec:14:89","-66"
"1757424736.269234084","b8:ea:98:43:44:0c","-61"
"1757424736.275978459","b8:ea:98:43:44:0c","-61"
"1757424736.276010025","2c:3e:cf:3b:b3:5f","-64"
"1757424736.276052464","b8:ea:98:43:44:0c","-61"
"1757424736.320659669","2c:3e:cf:3b:be:71","-80"
"1757424736.320725067","2c:3e:cf:3b:af:32","-79"
"1757424736.320741551","2c:3e:cf:3b:be:72","-81"
"1757424736.323932913","2c:3e:cf:3b:be:72","-68"
"1757424736.323985424","2c:3e:cf:3b:af:32","-79"
"1757424736.324005005","2c:3e:cf:3b:af:31","-77"
"1757424736.330078797","da:a1:19:35:66:1a","-95"
"1757424736.354714555","da:a1:19:35:66:1a","-84"
"1757424736.410202562","d4:01:c3:b3:cf:9f","-66"
"1757424736.410272460","d4:01:c3:b3:cf:9f","-66"
"1757424736.413179252","d4:01:c3:b3:cf:9f","-67"
"1757424736.413216079","d4:01:c3:b3:cf:9f","-67"
"1757424736.413228055","d4:01:c3:b3:cf:9f","-67"
"1757424736.413237214","d4:01:c3:b3:cf:9f","-67"
"1757424736.413246193","d4:01:c3:b3:cf:9f","-67"
"1757424736.413257356","d4:d8:53:2a:36:e5","-55"
"1757424736.421083920","3e:75:02:40:d6:e6","-66"
"1757424736.428307895","2c:3e:cf:3b:b3:5e","-63"
"1757424736.449589077","b8:ea:98:43:44:0c","-62"
"1757424736.456267092","d4:01:c3:b3:cf:9f","-67"
"1757424736.518365904","2c:3e:cf:3b:af:3d","-77"
"1757424736.542928417","2c:3e:cf:3b:af:3e","-78"
"1757424736.612685670","2c:3e:cf:3b:b3:5d","-64"
"1757424736.612744193","84:3d:c6:ec:14:89","-63"
"1757424736.623209655","c8:4c:75:be:8e:00","-66"
"1757424736.626604856","b8:ea:98:43:44:0c","-62"
"1757424736.651336295","06:b8:9b:8c:12:c5","-57"
"1757424736.658615336","42:80:e6:fc:a3:0b","-63"
"1757424736.770045520","d4:01:c3:b3:cf:9f","-66"
"1757424736.770115979","d4:01:c3:b3:cf:9f","-66"
"1757424736.773002558","d4:01:c3:b3:cf:9f","-66"
"1757424736.773036089","d4:01:c3:b3:cf:9f","-66"
"1757424736.773051391","d4:01:c3:b3:cf:9f","-66"
"1757424736.797038312","2c:3e:cf:3b:b3:5f","-66"
"1757424736.863548927","2c:3e:cf:3b:b3:5d","-66"
"1757424736.863612310","2c:3e:cf:3b:b3:5d","-63"
"1757424736.874043640","b8:ea:98:43:44:0c","-62"
"1757424736.877269615","b8:ea:98:43:44:0c","-63"
"1757424736.885622468","d6:15:6a:ac:01:10","-52"
"1757424736.885655678","d6:15:6a:ac:01:10","-53"
"1757424736.900586364","b8:ea:98:43:44:0c","-62"
"1757424736.903770671","2c:3e:cf:3b:b3:5f","-66"
"1757424736.903831359","e6:a4:02:04:5a:c6","-58"
"1757424736.952915991","d4:01:c3:b3:cf:9f","-67"
"1757424736.952959041","d4:01:c3:b3:cf:9f","-67"
"1757424736.952969964","2c:3e:cf:3b:b3:5e","-64"
"1757424736.961456809","b8:ea:98:43:44:0c","-62"
"1757424736.967945285","e6:a4:02:04:5a:c6","-56"
"1757424736.976482927","d4:d8:53:2a:36:e5","-55"
"1757424736.983717615","d4:01:c3:b3:cf:9f","-68"
"1757424736.983755274","d4:01:c3:b3:cf:9f","-68"
"1757424737.133021687","d4:01:c3:b3:cf:9f","-66"
"1757424737.136287663","2c:3e:cf:3b:b3:5d","-68"
"1757424737.136334681","84:3d:c6:ec:14:89","-66"
"1757424737.136349772","84:3d:c6:ec:14:89","-66"
